id_integration,id_etudiant,qualite_relation_camarades,niveau_integration_sociale,isolement_social,victime_harcelement,type_harcelement,pair_ayant_decroche_avant,qualite_relation_enseignants,beneficie_soutien_camarades,beneficie_soutien_enseignants,participation_activites_campus
1359,1359,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
1360,1360,Mauvaise,Faible,0,0,Aucun,0,Neutre,0,0,Parfois
1361,1361,Neutre,Très faible,0,0,Aucun,1,Neutre,0,1,Jamais
1362,1362,Bonne,Élevé,1,0,Aucun,0,Mauvaise,0,1,Souvent
1363,1363,Très bonne,Très élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
1364,1364,Très bonne,Très faible,0,0,Aucun,0,Bonne,1,1,Parfois
1365,1365,Bonne,Très faible,0,0,Aucun,0,Bonne,1,1,Rarement
1366,1366,Mauvaise,Moyen,1,0,Aucun,1,Bonne,1,0,Souvent
1367,1367,Bonne,Moyen,0,0,Aucun,1,Bonne,1,1,Rarement
1368,1368,Très bonne,Moyen,0,0,Aucun,1,Très mauvaise,1,0,Parfois
1369,1369,Neutre,Faible,0,0,Aucun,1,Neutre,0,0,Rarement
1370,1370,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Souvent
1371,1371,Bonne,Très faible,0,0,Aucun,1,Bonne,1,0,Jamais
1372,1372,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
1373,1373,Très mauvaise,Moyen,0,1,Aucun,0,Très bonne,0,0,Rarement
1374,1374,Bonne,Faible,0,0,Aucun,0,Neutre,0,0,Jamais
1375,1375,Très bonne,Moyen,0,0,Aucun,0,Mauvaise,1,0,Rarement
1376,1376,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Souvent
1377,1377,Neutre,Très élevé,0,0,Aucun,0,Neutre,0,1,Parfois
1378,1378,Bonne,Très élevé,0,0,Aucun,1,Bonne,1,0,Souvent
1379,1379,Très bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
1380,1380,Bonne,Très élevé,1,0,Aucun,0,Bonne,1,1,Souvent
1381,1381,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Rarement
1382,1382,Mauvaise,Très élevé,0,0,Moral,0,Bonne,1,0,Rarement
1383,1383,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,1,Rarement
1384,1384,Très bonne,Faible,0,0,Aucun,1,Mauvaise,1,0,Parfois
1385,1385,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,1,Souvent
1386,1386,Très bonne,Faible,0,0,Aucun,0,Neutre,0,1,Parfois
1387,1387,Très bonne,Moyen,0,0,Aucun,0,Très bonne,1,1,Jamais
1388,1388,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Parfois
1389,1389,Neutre,Très élevé,0,0,Aucun,0,Très bonne,1,0,Jamais
1390,1390,Neutre,Moyen,0,0,Aucun,0,Très bonne,0,1,Jamais
1391,1391,Bonne,Faible,0,0,Verbal,0,Très mauvaise,1,1,Parfois
1392,1392,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,0,Parfois
1393,1393,Bonne,Très élevé,0,0,Aucun,0,Neutre,1,0,Souvent
1394,1394,Très bonne,Élevé,0,0,Moral,0,Bonne,1,0,Souvent
1395,1395,Neutre,Élevé,0,0,Aucun,0,Neutre,0,1,Parfois
1396,1396,Bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Rarement
1397,1397,Neutre,Élevé,0,0,Cyberharcèlement,0,Bonne,1,0,Parfois
1398,1398,Très bonne,Faible,0,1,Aucun,1,Neutre,1,0,Parfois
1399,1399,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Rarement
1400,1400,Mauvaise,Faible,0,0,Aucun,0,Très mauvaise,1,0,Rarement
1401,1401,Bonne,Élevé,0,0,Aucun,1,Mauvaise,0,0,Souvent
1402,1402,Bonne,Élevé,0,0,Aucun,1,Bonne,0,0,Souvent
1403,1403,Bonne,Faible,0,0,Cyberharcèlement,0,Neutre,1,0,Souvent
1404,1404,Très bonne,Faible,0,0,Aucun,0,Mauvaise,1,0,Jamais
1405,1405,Neutre,Moyen,1,0,Aucun,1,Bonne,1,1,Parfois
1406,1406,Très mauvaise,Moyen,0,0,Aucun,1,Très bonne,1,0,Rarement
1407,1407,Neutre,Très élevé,0,1,Aucun,0,Très mauvaise,0,0,Rarement
1408,1408,Bonne,Moyen,0,0,Aucun,1,Bonne,0,1,Jamais
1409,1409,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Jamais
1410,1410,Bonne,Faible,1,0,Aucun,0,Bonne,1,0,Rarement
1411,1411,Très bonne,Faible,0,0,Aucun,1,Neutre,0,0,Jamais
1412,1412,Mauvaise,Faible,0,0,Aucun,0,Bonne,1,0,Jamais
1413,1413,Très bonne,Faible,0,0,Aucun,0,Très bonne,0,1,Parfois
1414,1414,Très bonne,Très élevé,0,0,Aucun,0,Neutre,1,1,Parfois
1415,1415,Neutre,Très élevé,0,0,Aucun,1,Mauvaise,1,1,Souvent
1416,1416,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1417,1417,Bonne,Moyen,0,0,Verbal,0,Mauvaise,1,0,Souvent
1418,1418,Mauvaise,Très élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1419,1419,Mauvaise,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Jamais
1420,1420,Neutre,Moyen,0,0,Aucun,0,Bonne,0,1,Parfois
1421,1421,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1422,1422,Bonne,Faible,0,1,Aucun,0,Mauvaise,1,1,Jamais
1423,1423,Très mauvaise,Faible,0,0,Aucun,0,Neutre,1,0,Rarement
1424,1424,Mauvaise,Moyen,0,0,Aucun,0,Mauvaise,1,0,Rarement
1425,1425,Très bonne,Moyen,0,0,Aucun,1,Bonne,0,0,Souvent
1426,1426,Bonne,Très élevé,0,0,Aucun,1,Très mauvaise,0,0,Parfois
1427,1427,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Souvent
1428,1428,Très mauvaise,Faible,0,0,Aucun,0,Très mauvaise,1,1,Souvent
1429,1429,Neutre,Très faible,1,0,Aucun,1,Bonne,1,0,Rarement
1430,1430,Bonne,Très élevé,0,0,Aucun,1,Mauvaise,1,1,Parfois
1431,1431,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Jamais
1432,1432,Bonne,Moyen,0,1,Aucun,0,Très bonne,1,0,Jamais
1433,1433,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,1,Souvent
1434,1434,Bonne,Élevé,0,0,Aucun,1,Neutre,0,0,Rarement
1435,1435,Mauvaise,Très faible,0,0,Aucun,0,Très bonne,1,0,Rarement
1436,1436,Très bonne,Faible,0,0,Aucun,0,Bonne,1,0,Jamais
1437,1437,Neutre,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
1438,1438,Bonne,Faible,1,0,Aucun,1,Très bonne,1,1,Parfois
1439,1439,Neutre,Très faible,0,0,Cyberharcèlement,1,Très bonne,1,0,Parfois
1440,1440,Neutre,Très faible,0,0,Aucun,1,Neutre,1,0,Souvent
1441,1441,Très bonne,Très élevé,0,0,Aucun,1,Très mauvaise,1,1,Jamais
1442,1442,Très bonne,Moyen,0,0,Aucun,0,Neutre,0,0,Souvent
1443,1443,Bonne,Moyen,0,0,Aucun,0,Mauvaise,1,1,Rarement
1444,1444,Mauvaise,Très élevé,1,0,Aucun,1,Bonne,0,0,Rarement
1445,1445,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,1,Jamais
1446,1446,Mauvaise,Très élevé,0,0,Aucun,0,Très bonne,1,1,Parfois
1447,1447,Bonne,Moyen,1,0,Aucun,0,Mauvaise,1,1,Parfois
1448,1448,Bonne,Élevé,0,0,Aucun,0,Très bonne,0,0,Parfois
1449,1449,Bonne,Très élevé,0,0,Aucun,0,Très bonne,0,0,Parfois
1450,1450,Bonne,Moyen,0,0,Aucun,0,Bonne,1,1,Rarement
1451,1451,Très bonne,Élevé,0,0,Aucun,1,Très bonne,1,0,Souvent
1452,1452,Bonne,Très faible,0,1,Aucun,0,Bonne,1,0,Jamais
1453,1453,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
1454,1454,Neutre,Faible,0,0,Cyberharcèlement,0,Bonne,0,0,Rarement
1455,1455,Mauvaise,Moyen,0,0,Aucun,1,Neutre,1,1,Parfois
1456,1456,Neutre,Moyen,0,1,Aucun,0,Mauvaise,0,1,Rarement
1457,1457,Bonne,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
1458,1458,Bonne,Moyen,0,0,Aucun,0,Bonne,0,1,Rarement
1459,1459,Neutre,Élevé,0,0,Cyberharcèlement,0,Bonne,1,0,Jamais
1460,1460,Mauvaise,Élevé,0,0,Cyberharcèlement,0,Bonne,0,1,Rarement
1461,1461,Bonne,Moyen,1,0,Aucun,0,Bonne,0,1,Parfois
1462,1462,Bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Parfois
1463,1463,Très bonne,Moyen,0,0,Aucun,1,Très bonne,1,1,Souvent
1464,1464,Neutre,Élevé,0,0,Aucun,1,Neutre,0,0,Souvent
1465,1465,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Rarement
1466,1466,Neutre,Moyen,0,0,Aucun,0,Mauvaise,0,0,Parfois
1467,1467,Bonne,Très faible,0,0,Aucun,1,Neutre,1,0,Parfois
1468,1468,Bonne,Très faible,0,0,Aucun,1,Bonne,0,0,Rarement
1469,1469,Bonne,Très élevé,0,0,Aucun,0,Mauvaise,1,0,Jamais
1470,1470,Bonne,Moyen,0,0,Aucun,1,Neutre,0,0,Rarement
1471,1471,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
1472,1472,Bonne,Très élevé,1,0,Aucun,1,Bonne,1,0,Parfois
1473,1473,Très bonne,Très élevé,0,1,Aucun,1,Bonne,1,0,Parfois
1474,1474,Neutre,Faible,0,0,Aucun,0,Très bonne,1,0,Rarement
1475,1475,Neutre,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1476,1476,Mauvaise,Moyen,0,0,Aucun,0,Très bonne,1,0,Rarement
1477,1477,Très bonne,Très faible,0,0,Aucun,1,Mauvaise,0,1,Parfois
1478,1478,Très bonne,Faible,0,0,Aucun,0,Très mauvaise,1,1,Rarement
1479,1479,Très bonne,Très élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
1480,1480,Bonne,Faible,0,0,Aucun,0,Neutre,1,1,Jamais
1481,1481,Mauvaise,Faible,0,0,Cyberharcèlement,1,Bonne,0,0,Parfois
1482,1482,Neutre,Très élevé,0,0,Aucun,1,Très bonne,1,0,Jamais
1483,1483,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,1,Parfois
1484,1484,Neutre,Moyen,0,0,Aucun,0,Très bonne,1,0,Rarement
1485,1485,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Rarement
1486,1486,Mauvaise,Faible,0,1,Aucun,0,Mauvaise,0,1,Souvent
1487,1487,Très bonne,Très élevé,0,0,Aucun,0,Bonne,0,1,Parfois
1488,1488,Neutre,Élevé,0,0,Aucun,0,Mauvaise,0,0,Parfois
1489,1489,Mauvaise,Élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1490,1490,Neutre,Faible,0,0,Aucun,0,Neutre,0,1,Parfois
1491,1491,Bonne,Élevé,0,0,Aucun,1,Très bonne,0,1,Jamais
1492,1492,Neutre,Élevé,0,0,Aucun,0,Mauvaise,0,0,Souvent
1493,1493,Bonne,Faible,0,0,Aucun,0,Neutre,1,1,Rarement
1494,1494,Très bonne,Moyen,0,1,Aucun,0,Bonne,1,0,Souvent
1495,1495,Neutre,Très élevé,0,0,Aucun,0,Très bonne,1,1,Jamais
1496,1496,Neutre,Moyen,0,0,Aucun,0,Neutre,0,0,Parfois
1497,1497,Bonne,Élevé,0,0,Aucun,1,Neutre,0,1,Parfois
1498,1498,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Souvent
1499,1499,Neutre,Élevé,0,1,Aucun,0,Neutre,1,0,Souvent
1500,1500,Mauvaise,Moyen,0,0,Aucun,0,Très mauvaise,0,0,Jamais
1501,1501,Très mauvaise,Faible,0,1,Aucun,1,Très bonne,0,0,Rarement
1502,1502,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1503,1503,Neutre,Élevé,0,0,Aucun,0,Mauvaise,1,1,Rarement
1504,1504,Neutre,Très élevé,0,0,Aucun,0,Neutre,0,1,Parfois
1505,1505,Mauvaise,Moyen,1,0,Aucun,1,Bonne,1,1,Parfois
1506,1506,Très bonne,Très faible,0,0,Aucun,0,Très bonne,0,1,Souvent
1507,1507,Très bonne,Moyen,0,0,Aucun,1,Très bonne,1,0,Parfois
1508,1508,Mauvaise,Très élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
1509,1509,Très bonne,Très élevé,1,0,Aucun,1,Mauvaise,0,0,Rarement
1510,1510,Bonne,Faible,0,1,Aucun,1,Neutre,1,0,Rarement
1511,1511,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
1512,1512,Neutre,Moyen,0,1,Aucun,1,Bonne,0,1,Parfois
1513,1513,Bonne,Très élevé,0,1,Aucun,0,Bonne,1,0,Jamais
1514,1514,Neutre,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
1515,1515,Neutre,Moyen,1,0,Aucun,0,Très bonne,1,0,Souvent
1516,1516,Neutre,Moyen,0,0,Aucun,0,Neutre,1,0,Souvent
1517,1517,Mauvaise,Moyen,1,0,Aucun,0,Bonne,1,0,Souvent
1518,1518,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Parfois
1519,1519,Très mauvaise,Moyen,0,0,Aucun,0,Bonne,0,1,Jamais
1520,1520,Bonne,Élevé,1,0,Aucun,0,Bonne,0,0,Rarement
1521,1521,Très bonne,Moyen,0,1,Aucun,1,Très bonne,1,1,Rarement
1522,1522,Neutre,Élevé,0,0,Aucun,1,Neutre,1,1,Rarement
1523,1523,Très bonne,Faible,0,0,Aucun,0,Bonne,1,0,Rarement
1524,1524,Très bonne,Moyen,0,0,Aucun,0,Très bonne,0,0,Rarement
1525,1525,Mauvaise,Élevé,0,0,Aucun,1,Neutre,1,0,Parfois
1526,1526,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1527,1527,Bonne,Très élevé,0,0,Aucun,1,Bonne,0,1,Parfois
1528,1528,Mauvaise,Très faible,0,0,Moral,0,Neutre,1,0,Rarement
1529,1529,Bonne,Faible,0,0,Aucun,0,Très bonne,1,1,Rarement
1530,1530,Très bonne,Faible,0,0,Aucun,0,Très bonne,1,0,Parfois
1531,1531,Neutre,Élevé,0,0,Moral,1,Très bonne,1,1,Rarement
1532,1532,Bonne,Moyen,1,0,Aucun,1,Très mauvaise,0,0,Jamais
1533,1533,Bonne,Élevé,0,0,Aucun,0,Mauvaise,0,0,Souvent
1534,1534,Très bonne,Élevé,0,0,Aucun,1,Mauvaise,1,1,Souvent
1535,1535,Bonne,Moyen,0,0,Aucun,0,Neutre,1,1,Parfois
1536,1536,Neutre,Très faible,0,0,Aucun,0,Neutre,1,1,Parfois
1537,1537,Bonne,Faible,0,0,Aucun,0,Bonne,0,0,Rarement
1538,1538,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Jamais
1539,1539,Mauvaise,Élevé,0,0,Aucun,0,Neutre,0,1,Rarement
1540,1540,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Souvent
1541,1541,Neutre,Très élevé,1,0,Aucun,0,Bonne,1,0,Parfois
1542,1542,Mauvaise,Très élevé,0,0,Aucun,1,Bonne,0,1,Rarement
1543,1543,Très mauvaise,Moyen,0,0,Aucun,0,Neutre,1,0,Rarement
1544,1544,Mauvaise,Faible,0,1,Aucun,1,Très bonne,1,0,Jamais
1545,1545,Très bonne,Moyen,0,1,Aucun,1,Neutre,0,0,Rarement
1546,1546,Neutre,Très faible,0,0,Aucun,0,Neutre,0,0,Souvent
1547,1547,Très bonne,Très élevé,0,0,Aucun,1,Mauvaise,1,1,Souvent
1548,1548,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1549,1549,Bonne,Très faible,1,0,Aucun,0,Bonne,0,0,Parfois
1550,1550,Très bonne,Élevé,0,0,Aucun,0,Très bonne,0,0,Jamais
1551,1551,Très bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Rarement
1552,1552,Bonne,Élevé,1,0,Aucun,1,Très bonne,1,0,Rarement
1553,1553,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Rarement
1554,1554,Très bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Jamais
1555,1555,Très bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Parfois
1556,1556,Bonne,Moyen,0,0,Aucun,0,Neutre,0,0,Rarement
1557,1557,Neutre,Très élevé,0,0,Aucun,0,Bonne,0,0,Jamais
1558,1558,Mauvaise,Faible,1,0,Aucun,0,Très bonne,0,1,Parfois
1559,1559,Bonne,Très élevé,1,0,Aucun,0,Bonne,0,0,Souvent
1560,1560,Très bonne,Moyen,1,0,Aucun,0,Neutre,0,1,Parfois
1561,1561,Neutre,Très élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
1562,1562,Neutre,Faible,0,0,Aucun,0,Neutre,1,1,Parfois
1563,1563,Bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1564,1564,Bonne,Moyen,0,0,Aucun,0,Bonne,1,0,Jamais
1565,1565,Bonne,Faible,0,0,Aucun,0,Bonne,0,1,Parfois
1566,1566,Mauvaise,Très élevé,0,0,Aucun,0,Neutre,1,1,Rarement
1567,1567,Neutre,Moyen,0,0,Aucun,0,Mauvaise,1,1,Souvent
1568,1568,Bonne,Moyen,0,0,Aucun,0,Neutre,0,1,Parfois
1569,1569,Très bonne,Très élevé,0,0,Aucun,0,Bonne,0,0,Souvent
1570,1570,Bonne,Élevé,0,0,Aucun,0,Mauvaise,1,0,Parfois
1571,1571,Neutre,Élevé,0,0,Aucun,1,Très bonne,0,0,Rarement
1572,1572,Bonne,Très élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1573,1573,Neutre,Élevé,1,0,Aucun,0,Très bonne,1,0,Parfois
1574,1574,Bonne,Élevé,0,0,Aucun,0,Très bonne,1,1,Souvent
1575,1575,Mauvaise,Moyen,0,0,Aucun,0,Bonne,1,1,Parfois
1576,1576,Bonne,Très élevé,0,0,Aucun,0,Mauvaise,1,1,Parfois
1577,1577,Neutre,Moyen,0,0,Aucun,0,Bonne,1,0,Rarement
1578,1578,Neutre,Faible,0,0,Aucun,1,Bonne,1,1,Jamais
1579,1579,Neutre,Élevé,0,0,Aucun,1,Bonne,1,0,Rarement
1580,1580,Neutre,Faible,0,0,Aucun,1,Très bonne,1,1,Souvent
1581,1581,Neutre,Élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
1582,1582,Très bonne,Élevé,1,0,Aucun,0,Mauvaise,0,0,Jamais
1583,1583,Neutre,Moyen,1,0,Aucun,0,Bonne,1,0,Rarement
1584,1584,Neutre,Faible,0,0,Aucun,1,Neutre,0,0,Rarement
1585,1585,Mauvaise,Très faible,0,0,Aucun,1,Bonne,1,1,Souvent
1586,1586,Mauvaise,Élevé,0,0,Aucun,0,Bonne,1,0,Souvent
1587,1587,Neutre,Élevé,0,0,Aucun,0,Très mauvaise,0,1,Souvent
1588,1588,Mauvaise,Moyen,0,0,Aucun,0,Très mauvaise,1,0,Souvent
1589,1589,Très bonne,Très élevé,0,0,Aucun,0,Neutre,0,0,Parfois
1590,1590,Très mauvaise,Moyen,1,0,Aucun,0,Très bonne,0,0,Jamais
1591,1591,Mauvaise,Moyen,0,0,Aucun,1,Neutre,1,0,Parfois
1592,1592,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1593,1593,Neutre,Moyen,0,0,Aucun,0,Bonne,0,1,Souvent
1594,1594,Neutre,Très élevé,0,0,Aucun,1,Bonne,1,0,Parfois
1595,1595,Bonne,Très élevé,0,0,Aucun,0,Très bonne,1,0,Rarement
1596,1596,Bonne,Moyen,1,0,Aucun,1,Très bonne,1,1,Souvent
1597,1597,Mauvaise,Élevé,0,0,Aucun,0,Neutre,0,0,Rarement
1598,1598,Très bonne,Moyen,0,0,Aucun,1,Bonne,0,1,Jamais
1599,1599,Neutre,Élevé,0,0,Aucun,0,Bonne,0,0,Parfois
1600,1600,Très mauvaise,Très faible,0,1,Aucun,0,Neutre,1,0,Parfois
1601,1601,Neutre,Élevé,1,0,Aucun,0,Très bonne,0,1,Jamais
1602,1602,Mauvaise,Faible,0,0,Aucun,0,Mauvaise,1,0,Souvent
1603,1603,Bonne,Très élevé,0,0,Moral,0,Bonne,1,0,Souvent
1604,1604,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Rarement
1605,1605,Bonne,Moyen,0,0,Aucun,0,Neutre,1,1,Parfois
1606,1606,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Souvent
1607,1607,Bonne,Moyen,0,0,Aucun,1,Neutre,0,1,Rarement
1608,1608,Bonne,Faible,0,0,Aucun,1,Bonne,1,0,Souvent
1609,1609,Neutre,Moyen,0,0,Aucun,0,Neutre,1,1,Parfois
1610,1610,Très bonne,Très faible,0,0,Aucun,0,Très bonne,0,0,Jamais
1611,1611,Bonne,Moyen,1,1,Aucun,0,Neutre,1,1,Rarement
1612,1612,Très bonne,Très faible,0,0,Aucun,1,Bonne,1,0,Souvent
1613,1613,Très bonne,Faible,0,0,Aucun,1,Très bonne,1,0,Rarement
1614,1614,Neutre,Élevé,0,0,Aucun,0,Bonne,1,1,Jamais
1615,1615,Neutre,Très élevé,0,0,Aucun,1,Neutre,1,0,Souvent
1616,1616,Très bonne,Élevé,0,0,Aucun,0,Bonne,0,0,Rarement
1617,1617,Mauvaise,Élevé,0,0,Aucun,0,Neutre,1,0,Souvent
1618,1618,Neutre,Très élevé,0,0,Verbal,0,Mauvaise,0,0,Rarement
1619,1619,Bonne,Très élevé,0,0,Aucun,0,Bonne,1,1,Parfois
1620,1620,Bonne,Faible,0,0,Aucun,0,Bonne,0,0,Parfois
1621,1621,Très bonne,Très faible,0,0,Aucun,1,Bonne,1,1,Souvent
1622,1622,Bonne,Très élevé,0,0,Aucun,0,Neutre,0,1,Rarement
1623,1623,Bonne,Moyen,0,0,Aucun,1,Très bonne,0,1,Jamais
1624,1624,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,1,Parfois
1625,1625,Bonne,Faible,0,0,Aucun,0,Très bonne,1,1,Rarement
1626,1626,Neutre,Moyen,0,0,Verbal,0,Bonne,1,1,Souvent
1627,1627,Bonne,Faible,0,0,Aucun,0,Bonne,0,1,Jamais
1628,1628,Neutre,Faible,0,0,Aucun,0,Très mauvaise,1,0,Rarement
1629,1629,Bonne,Très faible,0,0,Aucun,0,Bonne,1,0,Souvent
1630,1630,Neutre,Faible,0,0,Aucun,0,Très bonne,1,0,Rarement
1631,1631,Neutre,Faible,0,0,Aucun,0,Bonne,1,0,Jamais
1632,1632,Mauvaise,Très faible,0,0,Aucun,0,Neutre,1,0,Souvent
1633,1633,Neutre,Faible,0,0,Cyberharcèlement,0,Bonne,0,0,Jamais
1634,1634,Neutre,Moyen,0,0,Aucun,0,Neutre,0,1,Parfois
1635,1635,Neutre,Faible,0,0,Aucun,1,Très bonne,1,0,Souvent
1636,1636,Bonne,Élevé,0,0,Aucun,1,Neutre,0,0,Jamais
1637,1637,Bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Jamais
1638,1638,Très bonne,Faible,0,0,Aucun,1,Neutre,0,0,Parfois
1639,1639,Mauvaise,Moyen,0,0,Aucun,0,Mauvaise,1,0,Jamais
1640,1640,Très bonne,Moyen,0,0,Aucun,1,Bonne,0,0,Parfois
1641,1641,Très bonne,Moyen,0,0,Moral,1,Neutre,1,0,Souvent
1642,1642,Neutre,Très élevé,0,0,Aucun,0,Très bonne,0,0,Souvent
1643,1643,Neutre,Très élevé,0,1,Aucun,0,Bonne,0,0,Souvent
1644,1644,Très bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Parfois
1645,1645,Bonne,Moyen,0,0,Aucun,0,Mauvaise,0,0,Rarement
1646,1646,Très bonne,Élevé,0,0,Aucun,0,Neutre,1,0,Parfois
1647,1647,Mauvaise,Moyen,0,0,Aucun,0,Bonne,0,0,Souvent
1648,1648,Mauvaise,Faible,0,1,Aucun,0,Bonne,1,0,Parfois
1649,1649,Neutre,Moyen,0,0,Aucun,1,Très bonne,0,1,Rarement
1650,1650,Bonne,Élevé,0,0,Aucun,1,Bonne,1,0,Souvent
1651,1651,Neutre,Élevé,0,0,Aucun,0,Très bonne,1,0,Parfois
1652,1652,Très bonne,Moyen,1,0,Aucun,0,Mauvaise,1,0,Jamais
1653,1653,Bonne,Faible,0,0,Aucun,0,Bonne,1,1,Rarement
1654,1654,Bonne,Moyen,0,0,Aucun,0,Bonne,0,0,Rarement
1655,1655,Neutre,Élevé,1,0,Aucun,0,Très bonne,1,0,Rarement
1656,1656,Neutre,Moyen,0,0,Aucun,0,Neutre,1,1,Jamais
1657,1657,Mauvaise,Moyen,0,0,Aucun,0,Bonne,1,1,Parfois
1658,1658,Très bonne,Faible,0,0,Verbal,0,Neutre,1,1,Parfois
1659,1659,Très bonne,Élevé,0,0,Aucun,0,Bonne,1,0,Rarement
1660,1660,Bonne,Très élevé,1,0,Aucun,1,Mauvaise,1,1,Jamais
1661,1661,Neutre,Faible,0,0,Aucun,0,Mauvaise,1,0,Parfois
1662,1662,Très mauvaise,Très faible,0,0,Aucun,1,Bonne,0,1,Parfois
1663,1663,Neutre,Élevé,0,0,Moral,0,Très bonne,1,0,Rarement
1664,1664,Bonne,Moyen,1,1,Moral,0,Très mauvaise,0,0,Parfois
1665,1665,Très bonne,Très faible,0,0,Aucun,0,Bonne,1,1,Parfois
1666,1666,Très bonne,Élevé,1,0,Aucun,0,Bonne,0,1,Jamais
1667,1667,Bonne,Faible,0,0,Aucun,1,Très bonne,1,0,Rarement
1668,1668,Très bonne,Très faible,0,0,Aucun,0,Neutre,0,0,Jamais
1669,1669,Mauvaise,Élevé,1,0,Aucun,0,Neutre,1,1,Rarement
1670,1670,Très bonne,Très faible,0,0,Cyberharcèlement,1,Neutre,0,0,Parfois
1671,1671,Bonne,Moyen,0,0,Aucun,0,Neutre,1,0,Parfois
1672,1672,Très bonne,Élevé,0,0,Aucun,0,Très bonne,1,0,Parfois
1673,1673,Bonne,Élevé,0,0,Aucun,1,Bonne,0,1,Rarement
1674,1674,Bonne,Moyen,0,0,Aucun,1,Bonne,0,0,Rarement
1675,1675,Très mauvaise,Moyen,0,0,Cyberharcèlement,0,Bonne,1,0,Parfois
1676,1676,Bonne,Très élevé,1,0,Aucun,1,Neutre,1,0,Souvent
1677,1677,Neutre,Très faible,0,0,Verbal,1,Neutre,1,0,Parfois
1678,1678,Bonne,Faible,1,0,Aucun,0,Très bonne,0,1,Souvent
1679,1679,Neutre,Moyen,0,0,Aucun,0,Bonne,1,1,Rarement
1680,1680,Neutre,Faible,0,0,Aucun,1,Mauvaise,1,1,Parfois
1681,1681,Bonne,Moyen,0,0,Aucun,1,Bonne,0,0,Souvent
1682,1682,Bonne,Très faible,0,0,Aucun,0,Neutre,0,1,Rarement
1683,1683,Neutre,Très faible,0,0,Aucun,0,Neutre,1,1,Rarement
1684,1684,Très bonne,Faible,0,0,Aucun,0,Bonne,1,1,Rarement
1685,1685,Neutre,Très faible,0,0,Verbal,0,Neutre,0,0,Parfois
1686,1686,Très bonne,Très élevé,0,0,Aucun,1,Bonne,0,1,Rarement
