id_etudiant,isolement_social,victime_harcelement,difficultes_financieres_recurrentes,estime_de_soi,frequence_etude_lecons,score_risque,niveau_risque
1975,0,0,1,Faible,Intensivement,6,Risque élevé
1976,0,0,0,Élevée,Rarement,3,Risque modéré
1977,0,0,1,Faible,Régulièrement,5,Risque modéré
1978,0,0,0,Moyenne,Parfois,2,Risque faible
1979,1,0,1,Moyenne,Parfois,7,Risque élevé
1980,0,0,0,Faible,Intensivement,3,Risque modéré
1981,0,0,0,Élevée,Régulièrement,1,Risque faible
1982,0,0,0,Moyenne,Jamais,3,Risque modéré
1983,1,0,0,Moyenne,Rarement,6,Risque élevé
1984,0,0,1,Moyenne,Rarement,6,Risque élevé
1985,0,0,0,Élevée,Régulièrement,0,Risque faible
1986,0,0,1,Faible,Parfois,6,Risque élevé
1987,0,0,1,Moyenne,Rarement,6,Risque élevé
1988,1,0,0,Moyenne,Intensivement,3,Risque modéré
1989,0,0,1,Moyenne,Régulièrement,5,Risque modéré
1990,0,0,0,Élevée,Parfois,1,Risque faible
1991,0,0,0,Moyenne,Intensivement,2,Risque faible
1992,1,1,0,Faible,Régulièrement,8,Risque élevé
1993,0,0,1,Élevée,Régulièrement,3,Risque modéré
1994,0,0,0,Moyenne,Parfois,2,Risque faible
1995,0,0,0,Élevée,Intensivement,0,Risque faible
1996,0,0,0,Élevée,Régulièrement,1,Risque faible
1997,0,0,0,Élevée,Régulièrement,0,Risque faible
1998,1,0,0,Faible,Intensivement,4,Risque modéré
1999,0,0,0,Faible,Jamais,6,Risque élevé
2000,0,1,0,Moyenne,Rarement,6,Risque élevé
