id_situation_eco,id_etudiant,mode_vie,a_emploi_remunere,heures_emploi_semaine,type_emploi,beneficie_bourse,montant_bourse_mensuel_fcfa,source_financement_principale,difficultes_financieres_recurrentes,depenses_mensuelles_fcfa
1451,1451,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,137831
1452,1452,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,75888
1453,1453,Chez les parents,0,0,Aucun,0,0,Autonome,0,60349
1454,1454,Location seul,0,0,Aucun,0,0,Parents uniquement,0,47051
1455,1455,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,80173
1456,1456,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,22975
1457,1457,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,106527
1458,1458,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,93641
1459,1459,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,99791
1460,1460,Location seul,0,0,Aucun,0,0,Bourse + parents,0,69554
1461,1461,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,216682
1462,1462,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,51189
1463,1463,Location colocation,0,0,Aucun,1,74391,Parents + emploi,0,100745
1464,1464,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,68248
1465,1465,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,67117
1466,1466,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,48480
1467,1467,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,34056
1468,1468,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,90919
1469,1469,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,30191
1470,1470,Chez un proche,0,0,Aucun,1,66014,Parents uniquement,1,95894
1471,1471,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,69016
1472,1472,Cité universitaire,0,0,Aucun,1,26337,Bourse + parents,0,81180
1473,1473,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,32284
1474,1474,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,98357
1475,1475,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,58800
1476,1476,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,28101
1477,1477,Location seul,0,0,Aucun,1,61238,Bourse uniquement,1,38711
1478,1478,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,186439
1479,1479,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,76647
1480,1480,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,109757
1481,1481,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,94283
1482,1482,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,94300
1483,1483,Chez les parents,0,0,Aucun,1,61488,Parents + emploi,0,46377
1484,1484,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,50743
1485,1485,Chez un proche,1,5,Petits boulots,0,0,Bourse uniquement,0,67589
1486,1486,Cité universitaire,1,10,Auto-emploi,1,53419,Autonome,0,56363
1487,1487,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,177996
1488,1488,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,83387
1489,1489,Chez les parents,1,10,Auto-emploi,1,76266,Parents uniquement,0,96166
1490,1490,Chez les parents,1,30,Commerce informel,0,0,Emploi rémunéré,1,76989
1491,1491,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,75040
1492,1492,Location colocation,0,0,Aucun,1,33292,Parents uniquement,0,54028
1493,1493,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,61008
1494,1494,Location seul,0,0,Aucun,1,45416,Bourse + parents,0,159717
1495,1495,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,77115
1496,1496,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,100496
1497,1497,Cité universitaire,1,15,Commerce informel,0,0,Parents uniquement,0,46233
1498,1498,Location colocation,0,0,Aucun,1,63947,Parents uniquement,0,57590
1499,1499,Location colocation,0,0,Aucun,1,74563,Emploi rémunéré,0,57047
1500,1500,Location colocation,1,20,Emploi formel,0,0,Parents uniquement,1,34624
1501,1501,Chez un proche,0,0,Aucun,1,79560,Bourse uniquement,0,103043
1502,1502,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,207626
1503,1503,Location seul,1,15,Emploi formel,0,0,Parents uniquement,0,97758
1504,1504,Cité universitaire,0,0,Aucun,1,68724,Parents + emploi,1,59047
1505,1505,Chez un proche,0,0,Aucun,1,80000,Parents uniquement,0,128513
1506,1506,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,57544
1507,1507,Location colocation,1,30,Emploi formel,0,0,Bourse + parents,0,70106
1508,1508,Location seul,0,0,Aucun,0,0,Parents uniquement,0,178882
1509,1509,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,128282
1510,1510,Location colocation,0,0,Aucun,1,46905,Emploi rémunéré,1,51886
1511,1511,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,84077
1512,1512,Location seul,0,0,Aucun,1,39217,Parents + emploi,0,74087
1513,1513,Location seul,0,0,Aucun,0,0,Parents uniquement,0,85932
1514,1514,Cité universitaire,0,0,Aucun,1,54652,Emploi rémunéré,1,58811
1515,1515,Location seul,0,0,Aucun,1,35381,Parents uniquement,0,107259
1516,1516,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,1,22164
1517,1517,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,88496
1518,1518,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,109090
1519,1519,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,52473
1520,1520,Location seul,0,0,Aucun,1,68408,Bourse + parents,0,60988
1521,1521,Location seul,0,0,Aucun,1,25699,Parents uniquement,0,92787
1522,1522,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,106339
1523,1523,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,47278
1524,1524,Location seul,0,0,Aucun,0,0,Bourse + parents,1,50567
1525,1525,Location colocation,0,0,Aucun,0,0,Autonome,0,120175
1526,1526,Chez les parents,0,0,Aucun,0,0,Bourse + parents,1,93614
1527,1527,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,144643
1528,1528,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,54029
1529,1529,Cité universitaire,0,0,Aucun,1,59383,Parents uniquement,0,94008
1530,1530,Chez un proche,1,10,Petits boulots,0,0,Parents + emploi,1,39588
1531,1531,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,89569
1532,1532,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,34442
1533,1533,Cité universitaire,0,0,Aucun,1,29343,Bourse + parents,1,96301
1534,1534,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,89519
1535,1535,Cité universitaire,0,0,Aucun,1,54722,Emploi rémunéré,1,41159
1536,1536,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,26431
1537,1537,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,105092
1538,1538,Chez les parents,1,30,Auto-emploi,0,0,Bourse uniquement,1,75628
1539,1539,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,109476
1540,1540,Location seul,0,0,Aucun,1,54906,Autonome,0,59871
1541,1541,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,103471
1542,1542,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,52441
1543,1543,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,36012
1544,1544,Location colocation,1,20,Petits boulots,0,0,Parents uniquement,1,56934
1545,1545,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,97630
1546,1546,Location colocation,0,0,Aucun,1,29479,Bourse + parents,0,61835
1547,1547,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,200801
1548,1548,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,45155
1549,1549,Cité universitaire,0,0,Aucun,1,57497,Bourse uniquement,0,37940
1550,1550,Location seul,1,20,Auto-emploi,0,0,Parents uniquement,0,176172
1551,1551,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,153830
1552,1552,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,71809
1553,1553,Location seul,0,0,Aucun,1,27483,Emploi rémunéré,1,94123
1554,1554,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,64557
1555,1555,Cité universitaire,0,0,Aucun,1,44795,Bourse + parents,0,136395
1556,1556,Chez les parents,0,0,Aucun,1,41640,Bourse + parents,0,84532
1557,1557,Location colocation,1,1,Commerce informel,0,0,Parents uniquement,0,107018
1558,1558,Location seul,0,0,Aucun,1,63584,Parents uniquement,0,77785
1559,1559,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,54777
1560,1560,Location seul,0,0,Aucun,1,71821,Parents + emploi,0,81619
1561,1561,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,196453
1562,1562,Location seul,0,0,Aucun,0,0,Parents uniquement,0,86545
1563,1563,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,198177
1564,1564,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,59825
1565,1565,Location colocation,1,20,Auto-emploi,0,0,Emploi rémunéré,0,59291
1566,1566,Chez les parents,0,0,Aucun,1,39264,Autonome,0,175147
1567,1567,Chez les parents,0,0,Aucun,1,41352,Bourse + parents,1,45460
1568,1568,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,1,46874
1569,1569,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,102695
1570,1570,Cité universitaire,1,40,Petits boulots,0,0,Parents + emploi,1,26870
1571,1571,Cité universitaire,1,30,Auto-emploi,0,0,Parents + emploi,0,58252
1572,1572,Location seul,0,0,Aucun,0,0,Parents + emploi,0,72887
1573,1573,Chez un proche,1,10,Petits boulots,0,0,Parents + emploi,0,61444
1574,1574,Location seul,0,0,Aucun,0,0,Parents uniquement,0,218336
1575,1575,Chez les parents,0,0,Aucun,1,71556,Parents uniquement,0,78660
1576,1576,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,118948
1577,1577,Location seul,0,0,Aucun,0,0,Autonome,0,95654
1578,1578,Chez un proche,1,10,Petits boulots,0,0,Bourse + parents,0,82194
1579,1579,Location colocation,0,0,Aucun,1,59781,Bourse + parents,0,133591
1580,1580,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,76748
1581,1581,Location colocation,0,0,Aucun,1,56222,Emploi rémunéré,1,59653
1582,1582,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,59310
1583,1583,Location seul,1,5,Auto-emploi,1,43535,Parents uniquement,1,60317
1584,1584,Location colocation,0,0,Aucun,1,56970,Emploi rémunéré,0,42928
1585,1585,Chez les parents,0,0,Aucun,1,25137,Parents uniquement,1,67979
1586,1586,Chez les parents,1,30,Petits boulots,0,0,Bourse + parents,0,63864
1587,1587,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,34421
1588,1588,Cité universitaire,1,20,Commerce informel,0,0,Emploi rémunéré,1,25052
1589,1589,Chez un proche,0,0,Aucun,0,0,Autonome,0,112126
1590,1590,Location colocation,1,10,Auto-emploi,1,57599,Parents uniquement,0,79465
1591,1591,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,42332
1592,1592,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,90939
1593,1593,Location colocation,0,0,Aucun,0,0,Bourse uniquement,1,83734
1594,1594,Location seul,0,0,Aucun,0,0,Bourse + parents,0,135817
1595,1595,Location seul,0,0,Aucun,0,0,Parents uniquement,0,163390
1596,1596,Cité universitaire,0,0,Aucun,1,40177,Parents uniquement,0,58035
1597,1597,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,58175
1598,1598,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,97266
1599,1599,Location seul,0,0,Aucun,1,58266,Parents + emploi,1,93754
1600,1600,Chez un proche,0,0,Aucun,1,27436,Bourse + parents,1,39323
1601,1601,Location colocation,1,20,Emploi formel,1,23151,Bourse + parents,0,105489
1602,1602,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,48234
1603,1603,Chez les parents,0,0,Aucun,1,42371,Parents uniquement,0,81008
1604,1604,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,132408
1605,1605,Chez les parents,0,0,Aucun,1,59846,Parents uniquement,1,30457
1606,1606,Chez les parents,0,0,Aucun,1,29413,Parents uniquement,0,70476
1607,1607,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,109599
1608,1608,Location seul,1,30,Commerce informel,1,79500,Parents + emploi,1,95697
1609,1609,Chez les parents,1,5,Petits boulots,0,0,Bourse + parents,1,55887
1610,1610,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,83771
1611,1611,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,33573
1612,1612,Chez les parents,1,10,Commerce informel,0,0,Parents uniquement,1,92239
1613,1613,Chez les parents,1,5,Petits boulots,0,0,Parents uniquement,0,50736
1614,1614,Chez les parents,0,0,Aucun,1,70146,Emploi rémunéré,0,90557
1615,1615,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,0,76190
1616,1616,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,181250
1617,1617,Chez les parents,1,15,Commerce informel,0,0,Parents uniquement,1,48312
1618,1618,Location seul,1,10,Emploi formel,0,0,Emploi rémunéré,0,28686
1619,1619,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,190606
1620,1620,Location colocation,1,15,Emploi formel,0,0,Parents uniquement,0,39341
1621,1621,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,104514
1622,1622,Location seul,0,0,Aucun,0,0,Bourse + parents,0,94530
1623,1623,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,171048
1624,1624,Location seul,1,5,Petits boulots,0,0,Parents uniquement,1,54745
1625,1625,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,219110
1626,1626,Location seul,1,1,Auto-emploi,1,67214,Bourse + parents,0,56267
1627,1627,Location seul,1,30,Commerce informel,1,47861,Parents + emploi,0,97476
1628,1628,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,44035
1629,1629,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,84076
1630,1630,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,136778
1631,1631,Location seul,0,0,Aucun,0,0,Parents + emploi,1,45620
1632,1632,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,55666
1633,1633,Location colocation,0,0,Aucun,0,0,Bourse uniquement,1,37445
1634,1634,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,34143
1635,1635,Location colocation,1,15,Auto-emploi,1,36421,Parents uniquement,0,55028
1636,1636,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,60495
1637,1637,Location seul,0,0,Aucun,0,0,Parents uniquement,0,132948
1638,1638,Chez un proche,0,0,Aucun,1,60837,Parents + emploi,1,103042
1639,1639,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,128024
1640,1640,Location seul,0,0,Aucun,0,0,Parents uniquement,0,102176
1641,1641,Chez un proche,0,0,Aucun,0,0,Autonome,0,104431
1642,1642,Location seul,0,0,Aucun,0,0,Parents uniquement,0,149034
1643,1643,Chez un proche,1,5,Petits boulots,0,0,Parents uniquement,0,160463
1644,1644,Chez un proche,0,0,Aucun,1,68988,Emploi rémunéré,0,44892
1645,1645,Chez les parents,1,15,Emploi formel,0,0,Bourse + parents,1,46496
1646,1646,Cité universitaire,1,20,Auto-emploi,0,0,Parents uniquement,0,68932
1647,1647,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,97876
1648,1648,Cité universitaire,1,15,Emploi formel,1,60598,Bourse + parents,1,55284
1649,1649,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,65956
1650,1650,Location seul,0,0,Aucun,0,0,Bourse + parents,0,154680
1651,1651,Location seul,0,0,Aucun,0,0,Parents uniquement,0,115382
1652,1652,Location seul,0,0,Aucun,1,47446,Autonome,1,201511
1653,1653,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,49301
1654,1654,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,74665
1655,1655,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,155816
1656,1656,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,127519
1657,1657,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,75110
1658,1658,Cité universitaire,1,5,Auto-emploi,0,0,Parents + emploi,1,46447
1659,1659,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,1,144436
1660,1660,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,43958
1661,1661,Cité universitaire,0,0,Aucun,1,34160,Parents + emploi,1,35449
1662,1662,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,56045
1663,1663,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,86774
1664,1664,Chez les parents,0,0,Aucun,1,72461,Bourse uniquement,0,22398
1665,1665,Location colocation,0,0,Aucun,0,0,Autonome,0,114990
1666,1666,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,129115
1667,1667,Location seul,0,0,Aucun,0,0,Emploi rémunéré,0,32085
1668,1668,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,126826
1669,1669,Chez un proche,1,30,Commerce informel,1,23105,Parents + emploi,1,34312
1670,1670,Location seul,0,0,Aucun,0,0,Autonome,1,46344
1671,1671,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,65384
1672,1672,Location seul,0,0,Aucun,0,0,Parents uniquement,0,216169
1673,1673,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,0,96488
1674,1674,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,181197
1675,1675,Cité universitaire,0,0,Aucun,0,0,Bourse uniquement,1,35136
1676,1676,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,96405
1677,1677,Chez les parents,1,30,Emploi formel,1,37288,Parents + emploi,0,46808
1678,1678,Location seul,0,0,Aucun,0,0,Parents uniquement,0,63057
1679,1679,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,65224
1680,1680,Chez les parents,1,15,Commerce informel,1,67250,Bourse + parents,1,28116
1681,1681,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,1,94709
1682,1682,Location colocation,0,0,Aucun,1,60238,Emploi rémunéré,0,44180
1683,1683,Location colocation,1,30,Emploi formel,0,0,Bourse + parents,0,64090
1684,1684,Cité universitaire,0,0,Aucun,1,53591,Parents uniquement,0,102088
1685,1685,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,33432
1686,1686,Chez les parents,0,0,Aucun,0,0,Parents + emploi,1,197803
1687,1687,Chez un proche,1,15,Emploi formel,0,0,Bourse uniquement,0,73491
1688,1688,Location seul,0,0,Aucun,0,0,Bourse + parents,0,196633
1689,1689,Chez les parents,1,10,Commerce informel,0,0,Bourse uniquement,0,51601
1690,1690,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,204020
1691,1691,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,53065
1692,1692,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,0,100680
1693,1693,Location colocation,0,0,Aucun,1,31269,Parents + emploi,0,49715
1694,1694,Chez un proche,0,0,Aucun,0,0,Bourse + parents,0,88251
1695,1695,Location seul,0,0,Aucun,0,0,Parents uniquement,1,95202
1696,1696,Chez un proche,0,0,Aucun,1,55207,Autonome,1,25802
1697,1697,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,40422
1698,1698,Location colocation,1,10,Petits boulots,0,0,Parents + emploi,0,60438
1699,1699,Location colocation,0,0,Aucun,1,24303,Parents uniquement,0,211909
1700,1700,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,0,105264
1701,1701,Location seul,0,0,Aucun,0,0,Parents uniquement,1,91138
1702,1702,Location colocation,1,15,Emploi formel,0,0,Parents uniquement,0,101237
1703,1703,Location seul,0,0,Aucun,0,0,Parents uniquement,1,90927
1704,1704,Location seul,0,0,Aucun,0,0,Parents + emploi,0,41647
1705,1705,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,101027
1706,1706,Chez les parents,1,5,Commerce informel,0,0,Parents uniquement,0,61628
1707,1707,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,95256
1708,1708,Cité universitaire,1,10,Emploi formel,1,49736,Bourse + parents,0,75957
1709,1709,Location seul,1,15,Commerce informel,1,73319,Parents + emploi,1,61699
1710,1710,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,203303
1711,1711,Location seul,1,10,Auto-emploi,0,0,Bourse uniquement,0,183139
1712,1712,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,35108
1713,1713,Location colocation,0,0,Aucun,0,0,Bourse uniquement,1,31600
1714,1714,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,147423
1715,1715,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,124853
1716,1716,Chez les parents,0,0,Aucun,0,0,Bourse uniquement,0,195407
1717,1717,Chez les parents,1,1,Emploi formel,0,0,Emploi rémunéré,1,31650
1718,1718,Location colocation,0,0,Aucun,0,0,Parents + emploi,1,49454
1719,1719,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,51186
1720,1720,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,53380
1721,1721,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,76574
1722,1722,Location seul,0,0,Aucun,0,0,Emploi rémunéré,1,97166
1723,1723,Cité universitaire,0,0,Aucun,0,0,Autonome,1,56086
1724,1724,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,140061
1725,1725,Location seul,1,30,Commerce informel,0,0,Parents uniquement,0,105102
1726,1726,Location colocation,0,0,Aucun,0,0,Parents + emploi,0,147299
1727,1727,Chez un proche,0,0,Aucun,1,46797,Parents uniquement,0,103230
1728,1728,Chez un proche,1,15,Auto-emploi,1,62861,Parents uniquement,0,39947
1729,1729,Cité universitaire,1,5,Petits boulots,1,43571,Bourse uniquement,0,103112
1730,1730,Chez les parents,1,15,Petits boulots,0,0,Parents uniquement,0,56539
1731,1731,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,79824
1732,1732,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,96697
1733,1733,Cité universitaire,0,0,Aucun,0,0,Parents uniquement,0,141165
1734,1734,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,55429
1735,1735,Chez les parents,0,0,Aucun,0,0,Emploi rémunéré,0,56565
1736,1736,Chez les parents,1,20,Commerce informel,1,76658,Autonome,0,32351
1737,1737,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,1,24699
1738,1738,Cité universitaire,0,0,Aucun,0,0,Emploi rémunéré,1,98522
1739,1739,Chez un proche,0,0,Aucun,0,0,Parents + emploi,1,74538
1740,1740,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,1,94388
1741,1741,Location colocation,0,0,Aucun,1,36542,Bourse + parents,0,53560
1742,1742,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,54020
1743,1743,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,138545
1744,1744,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,104963
1745,1745,Chez un proche,1,40,Petits boulots,0,0,Emploi rémunéré,0,94109
1746,1746,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,87499
1747,1747,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,100503
1748,1748,Cité universitaire,1,5,Commerce informel,0,0,Emploi rémunéré,1,51754
1749,1749,Chez les parents,1,10,Auto-emploi,0,0,Parents uniquement,1,39192
1750,1750,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,105460
1751,1751,Chez les parents,0,0,Aucun,1,76245,Parents + emploi,0,106508
1752,1752,Location seul,0,0,Aucun,0,0,Parents + emploi,1,150861
1753,1753,Location colocation,1,15,Commerce informel,1,62955,Bourse + parents,1,30793
1754,1754,Chez un proche,0,0,Aucun,0,0,Bourse uniquement,1,40587
1755,1755,Location colocation,1,30,Commerce informel,1,21976,Parents uniquement,0,55101
1756,1756,Location colocation,0,0,Aucun,0,0,Parents uniquement,1,64064
1757,1757,Location colocation,1,5,Commerce informel,1,35570,Parents uniquement,0,97202
1758,1758,Cité universitaire,1,5,Petits boulots,0,0,Parents + emploi,0,171377
1759,1759,Location seul,0,0,Aucun,0,0,Parents uniquement,0,156786
1760,1760,Chez les parents,0,0,Aucun,0,0,Parents uniquement,1,45820
1761,1761,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,75415
1762,1762,Chez les parents,0,0,Aucun,0,0,Bourse + parents,0,61251
1763,1763,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,196157
1764,1764,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,159740
1765,1765,Location colocation,0,0,Aucun,0,0,Emploi rémunéré,1,50436
1766,1766,Chez les parents,0,0,Aucun,0,0,Parents + emploi,0,90922
1767,1767,Location seul,0,0,Aucun,0,0,Bourse + parents,1,29213
1768,1768,Chez un proche,1,20,Commerce informel,0,0,Bourse uniquement,0,93756
1769,1769,Location seul,0,0,Aucun,1,44019,Autonome,1,52978
1770,1770,Location seul,0,0,Aucun,1,38433,Parents uniquement,0,92909
1771,1771,Cité universitaire,0,0,Aucun,0,0,Parents + emploi,0,27907
1772,1772,Chez un proche,0,0,Aucun,0,0,Parents uniquement,0,61571
1773,1773,Chez les parents,0,0,Aucun,1,51776,Parents uniquement,0,56754
1774,1774,Chez les parents,0,0,Aucun,0,0,Parents uniquement,0,70374
1775,1775,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,88144
1776,1776,Chez un proche,0,0,Aucun,0,0,Parents uniquement,1,74345
1777,1777,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,47660
1778,1778,Location seul,0,0,Aucun,0,0,Parents + emploi,0,104189
1779,1779,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,199967
1780,1780,Chez les parents,1,15,Commerce informel,0,0,Parents uniquement,0,87802
1781,1781,Location colocation,0,0,Aucun,0,0,Bourse uniquement,0,78016
1782,1782,Location colocation,0,0,Aucun,1,54468,Parents uniquement,1,119747
1783,1783,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,93290
1784,1784,Location seul,1,1,Auto-emploi,1,60665,Parents + emploi,1,57031
1785,1785,Cité universitaire,0,0,Aucun,0,0,Bourse + parents,0,98618
1786,1786,Chez les parents,1,20,Emploi formel,0,0,Bourse uniquement,0,60211
1787,1787,Chez un proche,0,0,Aucun,1,74763,Parents uniquement,0,88814
1788,1788,Chez un proche,0,0,Aucun,0,0,Bourse + parents,1,97879
1789,1789,Location seul,0,0,Aucun,0,0,Parents uniquement,0,104385
1790,1790,Cité universitaire,1,5,Auto-emploi,0,0,Parents + emploi,0,60421
1791,1791,Cité universitaire,0,0,Aucun,1,23782,Bourse + parents,1,56024
1792,1792,Location seul,0,0,Aucun,0,0,Bourse uniquement,0,51975
1793,1793,Location colocation,0,0,Aucun,0,0,Bourse + parents,0,94369
1794,1794,Location colocation,0,0,Aucun,0,0,Parents uniquement,0,63360
1795,1795,Cité universitaire,0,0,Aucun,1,21983,Parents + emploi,0,178563
1796,1796,Location seul,0,0,Aucun,0,0,Parents + emploi,0,31627
1797,1797,Chez un proche,0,0,Aucun,0,0,Parents + emploi,0,141479
1798,1798,Location colocation,1,5,Emploi formel,1,36461,Parents uniquement,1,41469
1799,1799,Cité universitaire,1,15,Commerce informel,1,50551,Parents uniquement,0,42404
1800,1800,Chez un proche,1,10,Emploi formel,0,0,Parents + emploi,1,40713
1801,1801,Location colocation,0,0,Aucun,1,73622,Parents uniquement,0,102895
